,content,class,species,filename
1011,LeafScan,329,Hedera helix L.,44110.jpg
1012,LeafScan,2641,Elaeagnus angustifolia L.,109601.jpg
1013,LeafScan,5124,Populus alba L.,83766.jpg
1014,LeafScan,4843,Prunus padus L.,28036.jpg
1015,LeafScan,329,Hedera helix L.,50888.jpg
1016,LeafScan,3846,Broussonetia papyrifera (L.) Vent.,11365.jpg
1017,LeafScan,5634,Celtis australis L.,65103.jpg
1018,LeafScan,8775,Betula utilis D.Don,10177.jpg
1019,LeafScan,30249,Nerium oleander L.,18436.jpg
1020,LeafScan,14872,Ulmus minor Mill.,25893.jpg
1021,LeafScan,1837,Buddleja davidii Franch.,53178.jpg
1022,LeafScan,4171,Limonium narbonense Mill.,81212.jpg
1023,LeafScan,30040,Cercis siliquastrum L.,43863.jpg
1024,LeafScan,3291,Quercus petraea Liebl.,11819.jpg
1025,LeafScan,5714,Vitex agnus-castus L.,60038.jpg
1026,LeafScan,30283,Pistacia terebinthus L.,95315.jpg
1027,LeafScan,1973,Viburnum tinus L.,94143.jpg
1028,LeafScan,4094,Plantago lanceolata L.,12213.jpg
1029,LeafScan,3283,Quercus coccifera L.,69268.jpg
1030,LeafScan,7396,Polystichum setiferum (Forssk.) T.Moore ex Woyn.,89735.jpg
1031,LeafScan,8631,Antirrhinum majus L.,16899.jpg
1032,LeafScan,3124,Robinia pseudoacacia L.,101688.jpg
1033,LeafScan,3958,Phillyrea angustifolia L.,67578.jpg
1034,LeafScan,29924,Acer negundo L.,3541.jpg
1035,LeafScan,2648,Arbutus unedo L.,73473.jpg
1036,LeafScan,7305,Juniperus oxycedrus L.,65786.jpg
1037,LeafScan,4074,Pittosporum tobira (Thunb.) W.T.Aiton,36932.jpg
1038,LeafScan,2631,Diospyros kaki L.f.,63560.jpg
1039,LeafScan,3288,Quercus ilex L.,52311.jpg
1040,LeafScan,3798,Magnolia grandiflora L.,61383.jpg
1041,LeafScan,30308,Quercus robur L.,6133.jpg
1042,LeafScan,2648,Arbutus unedo L.,106545.jpg
1043,LeafScan,8522,Acer campestre L.,78510.jpg
1044,LeafScan,4109,Platanus x hispanica Mill. ex Münchh.,27707.jpg
1045,LeafScan,5124,Populus alba L.,23688.jpg
1046,LeafScan,329,Hedera helix L.,6193.jpg
1047,LeafScan,4719,Crataegus laevigata (Poir.) DC.,26715.jpg
1048,LeafScan,59,Rhus coriaria L.,107644.jpg
1049,LeafScan,14872,Ulmus minor Mill.,43104.jpg
1050,LeafScan,30308,Quercus robur L.,102617.jpg
1051,LeafScan,3296,Quercus rubra L.,23383.jpg
1052,LeafScan,6367,Ruscus aculeatus L.,81204.jpg
1053,LeafScan,8775,Betula utilis D.Don,10875.jpg
1054,LeafScan,1325,Betula pendula Roth,38684.jpg
1055,LeafScan,3956,Olea europaea L.,101274.jpg
1056,LeafScan,112,Bupleurum fruticosum L.,71468.jpg
1057,LeafScan,4840,Prunus laurocerasus L.,93702.jpg
1058,LeafScan,8522,Acer campestre L.,43646.jpg
1059,LeafScan,3288,Quercus ilex L.,6983.jpg
1060,LeafScan,4996,Sorbus torminalis (L.) Crantz,59374.jpg
1061,LeafScan,30249,Nerium oleander L.,46330.jpg
1062,LeafScan,6367,Ruscus aculeatus L.,47431.jpg
1063,LeafScan,30087,Diplotaxis erucoides (L.) DC.,2353.jpg
1064,LeafScan,301,Smyrnium olusatrum L.,1434.jpg
1065,LeafScan,30381,Sorbus aria (L.) Crantz,47130.jpg
1066,LeafScan,2475,Cornus mas L.,22945.jpg
1067,LeafScan,4739,Eriobotrya japonica (Thunb.) Lindl.,67194.jpg
1068,LeafScan,55,Pistacia lentiscus L.,12748.jpg
1069,LeafScan,5474,Verbascum blattaria L.,34279.jpg
1070,LeafScan,3958,Phillyrea angustifolia L.,83521.jpg
1071,LeafScan,54,Cotinus coggygria Scop.,60.jpg
1072,LeafScan,4074,Pittosporum tobira (Thunb.) W.T.Aiton,105575.jpg
1073,LeafScan,4721,Crataegus monogyna Jacq.,21850.jpg
1074,LeafScan,54,Cotinus coggygria Scop.,38315.jpg
1075,LeafScan,5602,Daphne cneorum L.,6953.jpg
1076,LeafScan,30143,Geranium pratense L.,33397.jpg
1077,LeafScan,1973,Viburnum tinus L.,63080.jpg
1078,LeafScan,59,Rhus coriaria L.,8507.jpg
1079,LeafScan,1329,Corylus avellana L.,27505.jpg
1080,LeafScan,4719,Crataegus laevigata (Poir.) DC.,33044.jpg
1081,LeafScan,3955,Ligustrum vulgare L.,24098.jpg
1082,LeafScan,3849,Morus alba L.,98145.jpg
1083,LeafScan,1972,Viburnum opulus L.,101820.jpg
1084,LeafScan,4721,Crataegus monogyna Jacq.,7583.jpg
1085,LeafScan,5120,Ruta montana (L.) L.,83447.jpg
1086,LeafScan,2475,Cornus mas L.,74256.jpg
1087,LeafScan,14524,Silene latifolia Poir.,43262.jpg
1088,LeafScan,2848,Colutea arborescens L.,63098.jpg
1089,LeafScan,5156,Salix fragilis L.,59105.jpg
1090,LeafScan,2648,Arbutus unedo L.,99077.jpg
1091,LeafScan,2689,Euphorbia characias L.,98386.jpg
1092,LeafScan,54,Cotinus coggygria Scop.,21222.jpg
1093,LeafScan,5602,Daphne cneorum L.,98345.jpg
1094,LeafScan,4616,Paliurus spina-christi Mill.,31463.jpg
1095,LeafScan,3956,Olea europaea L.,21674.jpg
1096,LeafScan,4838,Prunus dulcis (Mill.) D.A.Webb,58394.jpg
1097,LeafScan,30249,Nerium oleander L.,1952.jpg
1098,LeafScan,13623,Quercus pubescens Willd.,19103.jpg
1099,LeafScan,2475,Cornus mas L.,75942.jpg
1100,LeafScan,8677,Arum italicum Mill.,31217.jpg
1101,LeafScan,3465,Aesculus hippocastanum L.,2033.jpg
1102,LeafScan,5128,Populus nigra L.,108665.jpg
1103,LeafScan,3956,Olea europaea L.,39595.jpg
1104,LeafScan,1973,Viburnum tinus L.,48419.jpg
1105,LeafScan,1329,Corylus avellana L.,41756.jpg
1106,LeafScan,7305,Juniperus oxycedrus L.,14824.jpg
1107,LeafScan,3958,Phillyrea angustifolia L.,27238.jpg
1108,LeafScan,6367,Ruscus aculeatus L.,65335.jpg
1109,LeafScan,13798,Rhus typhina L.,85247.jpg
1110,LeafScan,3124,Robinia pseudoacacia L.,36406.jpg
1111,LeafScan,5537,Ailanthus altissima (Mill.) Swingle,82784.jpg
1112,LeafScan,1325,Betula pendula Roth,30291.jpg
1113,LeafScan,4762,Malus sylvestris Mill.,35595.jpg
1114,LeafScan,3124,Robinia pseudoacacia L.,61656.jpg
1115,LeafScan,1842,Buxus sempervirens L.,105054.jpg
1116,LeafScan,3288,Quercus ilex L.,43420.jpg
1117,LeafScan,3956,Olea europaea L.,74539.jpg
1118,LeafScan,2689,Euphorbia characias L.,29683.jpg
1119,LeafScan,44462,Pittosporum tenuifolium Gaertn.,4476.jpg
1120,LeafScan,4379,Punica granatum L.,88394.jpg
1121,LeafScan,4721,Crataegus monogyna Jacq.,47658.jpg
1122,LeafScan,3841,Melia azedarach L.,97162.jpg
1123,LeafScan,3956,Olea europaea L.,105823.jpg
1124,LeafScan,2648,Arbutus unedo L.,9403.jpg
1125,LeafScan,14899,Viburnum lantana L.,88399.jpg
1126,LeafScan,1325,Betula pendula Roth,3097.jpg
1127,LeafScan,3942,Fraxinus angustifolia Vahl,78657.jpg
1128,LeafScan,1251,Tanacetum vulgare L.,27473.jpg
1129,LeafScan,1842,Buxus sempervirens L.,105329.jpg
1130,LeafScan,2689,Euphorbia characias L.,40809.jpg
1131,LeafScan,1331,Ostrya carpinifolia Scop.,64436.jpg
1132,LeafScan,2648,Arbutus unedo L.,98491.jpg
1133,LeafScan,3942,Fraxinus angustifolia Vahl,8443.jpg
1134,LeafScan,5537,Ailanthus altissima (Mill.) Swingle,72263.jpg
1135,LeafScan,5128,Populus nigra L.,65474.jpg
1136,LeafScan,3958,Phillyrea angustifolia L.,87992.jpg
1137,LeafScan,5602,Daphne cneorum L.,31051.jpg
1138,LeafScan,8524,Acer opalus Mill.,21340.jpg
1139,LeafScan,2473,Aucuba japonica Thunb.,24504.jpg
1140,LeafScan,4838,Prunus dulcis (Mill.) D.A.Webb,34056.jpg
1141,LeafScan,2689,Euphorbia characias L.,43400.jpg
1142,LeafScan,30131,Fraxinus excelsior L.,10879.jpg
1143,LeafScan,3452,Globularia bisnagarica L.,37551.jpg
1144,LeafScan,5124,Populus alba L.,78301.jpg
1145,LeafScan,4842,Prunus mahaleb L.,111439.jpg
1146,LeafScan,3465,Aesculus hippocastanum L.,57697.jpg
1147,LeafScan,29939,Alnus cordata (Loisel.) Duby,40511.jpg
1148,LeafScan,4460,Anemone hepatica L.,56982.jpg
1149,LeafScan,1328,Carpinus betulus L.,22154.jpg
1150,LeafScan,3962,Syringa vulgaris L.,25340.jpg
1151,LeafScan,3124,Robinia pseudoacacia L.,81073.jpg
1152,LeafScan,4379,Punica granatum L.,68507.jpg
1153,LeafScan,1329,Corylus avellana L.,26401.jpg
1154,LeafScan,8524,Acer opalus Mill.,37188.jpg
1155,LeafScan,5714,Vitex agnus-castus L.,3123.jpg
1156,LeafScan,5634,Celtis australis L.,90105.jpg
1157,LeafScan,14803,Tilia platyphyllos Scop.,88687.jpg
1158,LeafScan,329,Hedera helix L.,59369.jpg
1159,LeafScan,4847,Prunus spinosa L.,71510.jpg
1160,LeafScan,2298,Euonymus europaeus L.,44208.jpg
1161,LeafScan,3849,Morus alba L.,16165.jpg
1162,LeafScan,14872,Ulmus minor Mill.,74999.jpg
1163,LeafScan,1842,Buxus sempervirens L.,76613.jpg
1164,LeafScan,3956,Olea europaea L.,86579.jpg
1165,LeafScan,1329,Corylus avellana L.,101596.jpg
1166,LeafScan,1325,Betula pendula Roth,87504.jpg
1167,LeafScan,1973,Viburnum tinus L.,51235.jpg
1168,LeafScan,4763,Crataegus germanica (L.) Kuntze,104615.jpg
1169,LeafScan,6367,Ruscus aculeatus L.,75418.jpg
1170,LeafScan,14872,Ulmus minor Mill.,8097.jpg
1171,LeafScan,3506,Juglans regia L.,101138.jpg
1172,LeafScan,14803,Tilia platyphyllos Scop.,72021.jpg
1173,LeafScan,3465,Aesculus hippocastanum L.,3788.jpg
1174,LeafScan,3124,Robinia pseudoacacia L.,109184.jpg
1175,LeafScan,1328,Carpinus betulus L.,78579.jpg
1176,LeafScan,1842,Buxus sempervirens L.,37905.jpg
1177,LeafScan,30195,Laburnum anagyroides Medik.,96554.jpg
1178,LeafScan,6367,Ruscus aculeatus L.,8842.jpg
1179,LeafScan,7305,Juniperus oxycedrus L.,77252.jpg
1180,LeafScan,4843,Prunus padus L.,79803.jpg
1181,LeafScan,6367,Ruscus aculeatus L.,84923.jpg
1182,LeafScan,5128,Populus nigra L.,25264.jpg
1183,LeafScan,8775,Betula utilis D.Don,99120.jpg
1184,LeafScan,30126,Ficus carica L.,100009.jpg
1185,LeafScan,30040,Cercis siliquastrum L.,42214.jpg
1186,LeafScan,3841,Melia azedarach L.,32728.jpg
1187,LeafScan,30195,Laburnum anagyroides Medik.,89848.jpg
1188,LeafScan,30087,Diplotaxis erucoides (L.) DC.,11629.jpg
1189,LeafScan,3296,Quercus rubra L.,109256.jpg
1190,LeafScan,3797,Liriodendron tulipifera L.,80472.jpg
1191,LeafScan,30713,Quercus palustris Münchh.,9255.jpg
1192,LeafScan,7483,Liquidambar styraciflua L.,71058.jpg
1193,LeafScan,30126,Ficus carica L.,99000.jpg
1194,LeafScan,3958,Phillyrea angustifolia L.,71327.jpg
1195,LeafScan,4109,Platanus x hispanica Mill. ex Münchh.,64397.jpg
1196,LeafScan,2631,Diospyros kaki L.f.,44657.jpg
1197,LeafScan,3958,Phillyrea angustifolia L.,82088.jpg
1198,LeafScan,29957,Aquilegia vulgaris L.,41766.jpg
1199,LeafScan,5537,Ailanthus altissima (Mill.) Swingle,83986.jpg
1200,LeafScan,8774,Betula pubescens Ehrh.,109714.jpg
1201,LeafScan,14872,Ulmus minor Mill.,32093.jpg
1202,LeafScan,5634,Celtis australis L.,16959.jpg
1203,LeafScan,4721,Crataegus monogyna Jacq.,28228.jpg
1204,LeafScan,8522,Acer campestre L.,111876.jpg
1205,LeafScan,5148,Salix caprea L.,69222.jpg
1206,LeafScan,3750,Laurus nobilis L.,98936.jpg
1207,LeafScan,8522,Acer campestre L.,40794.jpg
1208,LeafScan,13623,Quercus pubescens Willd.,40678.jpg
1209,LeafScan,55,Pistacia lentiscus L.,98075.jpg
1210,LeafScan,1329,Corylus avellana L.,42999.jpg
1211,LeafScan,13798,Rhus typhina L.,93955.jpg
1212,LeafScan,4109,Platanus x hispanica Mill. ex Münchh.,60054.jpg
1213,LeafScan,4986,Sorbus aucuparia L.,105486.jpg
1214,LeafScan,3956,Olea europaea L.,10432.jpg
1215,LeafScan,3962,Syringa vulgaris L.,51444.jpg
1216,LeafScan,5602,Daphne cneorum L.,79597.jpg
1217,LeafScan,2689,Euphorbia characias L.,98927.jpg
1218,LeafScan,8523,Acer monspessulanum L.,103273.jpg
1219,LeafScan,2631,Diospyros kaki L.f.,10185.jpg
1220,LeafScan,3846,Broussonetia papyrifera (L.) Vent.,96191.jpg
1221,LeafScan,6367,Ruscus aculeatus L.,68182.jpg
1222,LeafScan,3955,Ligustrum vulgare L.,55230.jpg
1223,LeafScan,2689,Euphorbia characias L.,47104.jpg
1224,LeafScan,3288,Quercus ilex L.,55740.jpg
1225,LeafScan,7305,Juniperus oxycedrus L.,68310.jpg
1226,LeafScan,7305,Juniperus oxycedrus L.,78962.jpg
1227,LeafScan,2473,Aucuba japonica Thunb.,79896.jpg
1228,LeafScan,3956,Olea europaea L.,2223.jpg
1229,LeafScan,1842,Buxus sempervirens L.,108287.jpg
1230,LeafScan,4990,Sorbus domestica L.,25507.jpg
1231,LeafScan,3283,Quercus coccifera L.,96692.jpg
1232,LeafScan,1842,Buxus sempervirens L.,63641.jpg
1233,LeafScan,4379,Punica granatum L.,17608.jpg
1234,LeafScan,1013,Scorzoneroides pyrenaica (Gouan) Holub,37411.jpg
1235,LeafScan,3956,Olea europaea L.,84921.jpg
1236,LeafScan,1973,Viburnum tinus L.,96026.jpg
1237,LeafScan,8631,Antirrhinum majus L.,34698.jpg
1238,LeafScan,14803,Tilia platyphyllos Scop.,58171.jpg
1239,LeafScan,8775,Betula utilis D.Don,72581.jpg
1240,LeafScan,3568,Lamium purpureum L.,102942.jpg
1241,LeafScan,3750,Laurus nobilis L.,65880.jpg
1242,LeafScan,3124,Robinia pseudoacacia L.,1192.jpg
1243,LeafScan,8524,Acer opalus Mill.,29686.jpg
1244,LeafScan,2648,Arbutus unedo L.,57605.jpg
1245,LeafScan,3130,Sophora japonica L.,71373.jpg
1246,LeafScan,3130,Sophora japonica L.,39480.jpg
1247,LeafScan,4842,Prunus mahaleb L.,103442.jpg
1248,LeafScan,2689,Euphorbia characias L.,36940.jpg
1249,LeafScan,7315,Ginkgo biloba L.,21258.jpg
1250,LeafScan,4721,Crataegus monogyna Jacq.,90687.jpg
1251,LeafScan,5544,Datura stramonium L.,11053.jpg
1252,LeafScan,2918,Gleditsia triacanthos L.,21767.jpg
1253,LeafScan,14872,Ulmus minor Mill.,37711.jpg
1254,LeafScan,1972,Viburnum opulus L.,104468.jpg
1255,LeafScan,4996,Sorbus torminalis (L.) Crantz,82466.jpg
1256,LeafScan,11,Acer pseudoplatanus L.,49291.jpg
1257,LeafScan,3797,Liriodendron tulipifera L.,16023.jpg
1258,LeafScan,1328,Carpinus betulus L.,5161.jpg
1259,LeafScan,5602,Daphne cneorum L.,17781.jpg
1260,LeafScan,3942,Fraxinus angustifolia Vahl,77796.jpg
1261,LeafScan,4109,Platanus x hispanica Mill. ex Münchh.,46169.jpg
1262,LeafScan,29924,Acer negundo L.,90903.jpg
1263,LeafScan,30231,Medicago arborea L.,15553.jpg
1264,LeafScan,14872,Ulmus minor Mill.,95049.jpg
1265,LeafScan,3956,Olea europaea L.,23838.jpg
1266,LeafScan,5131,Populus tremula L.,42188.jpg
1267,LeafScan,30249,Nerium oleander L.,54458.jpg
1268,LeafScan,8522,Acer campestre L.,19144.jpg
1269,LeafScan,4721,Crataegus monogyna Jacq.,26459.jpg
1270,LeafScan,4719,Crataegus laevigata (Poir.) DC.,92324.jpg
1271,LeafScan,3506,Juglans regia L.,65107.jpg
1272,LeafScan,1973,Viburnum tinus L.,84357.jpg
1273,LeafScan,4721,Crataegus monogyna Jacq.,64663.jpg
1274,LeafScan,4109,Platanus x hispanica Mill. ex Münchh.,111110.jpg
1275,LeafScan,42933,Photinia serrulata Lindl.,88005.jpg
1276,LeafScan,3958,Phillyrea angustifolia L.,74634.jpg
1277,LeafScan,30108,Erodium malacoides (L.) L'Hér.,68051.jpg
1278,LeafScan,59,Rhus coriaria L.,38255.jpg
1279,LeafScan,2689,Euphorbia characias L.,99716.jpg
1280,LeafScan,3846,Broussonetia papyrifera (L.) Vent.,22673.jpg
1281,LeafScan,1842,Buxus sempervirens L.,72759.jpg
1282,LeafScan,3956,Olea europaea L.,22571.jpg
1283,LeafScan,3956,Olea europaea L.,79005.jpg
1284,LeafScan,3750,Laurus nobilis L.,44318.jpg
1285,LeafScan,1973,Viburnum tinus L.,67393.jpg
1286,LeafScan,4379,Punica granatum L.,20357.jpg
1287,LeafScan,4616,Paliurus spina-christi Mill.,79963.jpg
1288,LeafScan,4721,Crataegus monogyna Jacq.,35718.jpg
1289,LeafScan,3296,Quercus rubra L.,107771.jpg
1290,LeafScan,12,Acer saccharinum L.,38755.jpg
1291,LeafScan,3956,Olea europaea L.,26803.jpg
1292,LeafScan,4617,Rhamnus alaternus L.,96028.jpg
1293,LeafScan,5131,Populus tremula L.,102003.jpg
1294,LeafScan,3958,Phillyrea angustifolia L.,98454.jpg
1295,LeafScan,4840,Prunus laurocerasus L.,58820.jpg
1296,LeafScan,2648,Arbutus unedo L.,35125.jpg
1297,LeafScan,14872,Ulmus minor Mill.,72279.jpg
1298,LeafScan,3291,Quercus petraea Liebl.,33139.jpg
1299,LeafScan,8775,Betula utilis D.Don,37646.jpg
1300,LeafScan,4996,Sorbus torminalis (L.) Crantz,56624.jpg
1301,LeafScan,6367,Ruscus aculeatus L.,98520.jpg
1302,LeafScan,3942,Fraxinus angustifolia Vahl,63946.jpg
1303,LeafScan,1328,Carpinus betulus L.,21176.jpg
1304,LeafScan,1842,Buxus sempervirens L.,81172.jpg
1305,LeafScan,4719,Crataegus laevigata (Poir.) DC.,99388.jpg
1306,LeafScan,5475,Verbascum boerhavii L.,49560.jpg
1307,LeafScan,1325,Betula pendula Roth,12881.jpg
1308,LeafScan,5156,Salix fragilis L.,27108.jpg
1309,LeafScan,3849,Morus alba L.,22222.jpg
1310,LeafScan,4721,Crataegus monogyna Jacq.,88671.jpg
1311,LeafScan,2918,Gleditsia triacanthos L.,95218.jpg
1312,LeafScan,3283,Quercus coccifera L.,28282.jpg
1313,LeafScan,4721,Crataegus monogyna Jacq.,88060.jpg
1314,LeafScan,4721,Crataegus monogyna Jacq.,34707.jpg
1315,LeafScan,2834,Bituminaria bituminosa (L.) C.H.Stirt.,3842.jpg
1316,LeafScan,1842,Buxus sempervirens L.,106891.jpg
1317,LeafScan,7305,Juniperus oxycedrus L.,28972.jpg
1318,LeafScan,1837,Buddleja davidii Franch.,82376.jpg
1319,LeafScan,3505,Juglans nigra L.,86695.jpg
1320,LeafScan,2689,Euphorbia characias L.,62676.jpg
1321,LeafScan,4616,Paliurus spina-christi Mill.,55006.jpg
1322,LeafScan,3797,Liriodendron tulipifera L.,31785.jpg
1323,LeafScan,3750,Laurus nobilis L.,10252.jpg
1324,LeafScan,59,Rhus coriaria L.,9522.jpg
1325,LeafScan,8523,Acer monspessulanum L.,346.jpg
1326,LeafScan,3958,Phillyrea angustifolia L.,17408.jpg
1327,LeafScan,5124,Populus alba L.,12261.jpg
1328,LeafScan,5131,Populus tremula L.,3818.jpg
1329,LeafScan,29939,Alnus cordata (Loisel.) Duby,87617.jpg
1330,LeafScan,329,Hedera helix L.,23936.jpg
1331,LeafScan,29939,Alnus cordata (Loisel.) Duby,99543.jpg
1332,LeafScan,3750,Laurus nobilis L.,111971.jpg
1333,LeafScan,5634,Celtis australis L.,47993.jpg
1334,LeafScan,3846,Broussonetia papyrifera (L.) Vent.,19853.jpg
1335,LeafScan,5634,Celtis australis L.,44442.jpg
1336,LeafScan,4616,Paliurus spina-christi Mill.,76445.jpg
1337,LeafScan,1329,Corylus avellana L.,13652.jpg
1338,LeafScan,6367,Ruscus aculeatus L.,77870.jpg
1339,LeafScan,30249,Nerium oleander L.,26750.jpg
1340,LeafScan,5714,Vitex agnus-castus L.,76915.jpg
1341,LeafScan,30132,Fraxinus ornus L.,107911.jpg
1342,LeafScan,1837,Buddleja davidii Franch.,98772.jpg
1343,LeafScan,5769,Parthenocissus quinquefolia (L.) Planch.,87547.jpg
1344,LeafScan,30122,Fagus sylvatica L.,15175.jpg
1345,LeafScan,8524,Acer opalus Mill.,94411.jpg
1346,LeafScan,5634,Celtis australis L.,79842.jpg
1347,LeafScan,2689,Euphorbia characias L.,31069.jpg
1348,LeafScan,1328,Carpinus betulus L.,94666.jpg
1349,LeafScan,5602,Daphne cneorum L.,76346.jpg
1350,LeafScan,30249,Nerium oleander L.,27423.jpg
1351,LeafScan,2648,Arbutus unedo L.,26740.jpg
1352,LeafScan,6367,Ruscus aculeatus L.,11079.jpg
1353,LeafScan,1328,Carpinus betulus L.,95241.jpg
1354,LeafScan,1321,Alnus glutinosa (L.) Gaertn.,79601.jpg
1355,LeafScan,4990,Sorbus domestica L.,56647.jpg
1356,LeafScan,30314,Reseda lutea L.,70740.jpg
1357,LeafScan,3797,Liriodendron tulipifera L.,72618.jpg
1358,LeafScan,3792,Lythrum salicaria L.,95051.jpg
1359,LeafScan,4840,Prunus laurocerasus L.,90338.jpg
1360,LeafScan,8522,Acer campestre L.,37669.jpg
1361,LeafScan,5714,Vitex agnus-castus L.,95189.jpg
1362,LeafScan,3282,Quercus cerris L.,93617.jpg
1363,LeafScan,3956,Olea europaea L.,88160.jpg
1364,LeafScan,8522,Acer campestre L.,49217.jpg
1365,LeafScan,5128,Populus nigra L.,31428.jpg
1366,LeafScan,4847,Prunus spinosa L.,27297.jpg
1367,LeafScan,54,Cotinus coggygria Scop.,57396.jpg
1368,LeafScan,14872,Ulmus minor Mill.,66788.jpg
1369,LeafScan,3958,Phillyrea angustifolia L.,68985.jpg
1370,LeafScan,14832,Trifolium pratense L.,42959.jpg
1371,LeafScan,7483,Liquidambar styraciflua L.,75448.jpg
1372,LeafScan,5128,Populus nigra L.,8727.jpg
1373,LeafScan,3958,Phillyrea angustifolia L.,50261.jpg
1374,LeafScan,1837,Buddleja davidii Franch.,70081.jpg
1375,LeafScan,3955,Ligustrum vulgare L.,82548.jpg
1376,LeafScan,30132,Fraxinus ornus L.,8009.jpg
1377,LeafScan,42933,Photinia serrulata Lindl.,45864.jpg
1378,LeafScan,5124,Populus alba L.,89160.jpg
1379,LeafScan,4379,Punica granatum L.,24074.jpg
1380,LeafScan,4827,Prunus avium (L.) L.,99918.jpg
1381,LeafScan,59,Rhus coriaria L.,4941.jpg
1382,LeafScan,7305,Juniperus oxycedrus L.,84902.jpg
1383,LeafScan,4827,Prunus avium (L.) L.,65019.jpg
1384,LeafScan,59,Rhus coriaria L.,9046.jpg
1385,LeafScan,3958,Phillyrea angustifolia L.,12378.jpg
1386,LeafScan,5602,Daphne cneorum L.,54235.jpg
1387,LeafScan,6367,Ruscus aculeatus L.,90449.jpg
1388,LeafScan,7315,Ginkgo biloba L.,47618.jpg
1389,LeafScan,3283,Quercus coccifera L.,43162.jpg
1390,LeafScan,1329,Corylus avellana L.,28690.jpg
1391,LeafScan,3958,Phillyrea angustifolia L.,46237.jpg
1392,LeafScan,4827,Prunus avium (L.) L.,55467.jpg
1393,LeafScan,993,Lactuca viminea (L.) J.Presl & C.Presl,50370.jpg
1394,LeafScan,1973,Viburnum tinus L.,22842.jpg
1395,LeafScan,29939,Alnus cordata (Loisel.) Duby,104548.jpg
1396,LeafScan,14872,Ulmus minor Mill.,1227.jpg
1397,LeafScan,55,Pistacia lentiscus L.,14140.jpg
1398,LeafScan,30325,Rosmarinus officinalis L.,30487.jpg
1399,LeafScan,5714,Vitex agnus-castus L.,103035.jpg
1400,LeafScan,329,Hedera helix L.,83325.jpg
1401,LeafScan,59,Rhus coriaria L.,89296.jpg
1402,LeafScan,31439,Koelreuteria paniculata Laxm.,70126.jpg
1403,LeafScan,7315,Ginkgo biloba L.,51528.jpg
1404,LeafScan,3956,Olea europaea L.,85106.jpg
1405,LeafScan,8522,Acer campestre L.,87864.jpg
1406,LeafScan,3288,Quercus ilex L.,74809.jpg
1407,LeafScan,326,Ilex aquifolium L.,34807.jpg
1408,LeafScan,329,Hedera helix L.,96530.jpg
1409,LeafScan,2331,Beta vulgaris L.,69603.jpg
1410,LeafScan,7315,Ginkgo biloba L.,9851.jpg
1411,LeafScan,2648,Arbutus unedo L.,36352.jpg
1412,LeafScan,3798,Magnolia grandiflora L.,23583.jpg
1413,LeafScan,2689,Euphorbia characias L.,61325.jpg
1414,LeafScan,14899,Viburnum lantana L.,86292.jpg
1415,LeafScan,13798,Rhus typhina L.,43973.jpg
1416,LeafScan,7305,Juniperus oxycedrus L.,37392.jpg
1417,LeafScan,5634,Celtis australis L.,8543.jpg
1418,LeafScan,7305,Juniperus oxycedrus L.,27828.jpg
1419,LeafScan,30132,Fraxinus ornus L.,35351.jpg
1420,LeafScan,1328,Carpinus betulus L.,60763.jpg
1421,LeafScan,5124,Populus alba L.,78513.jpg
1422,LeafScan,4721,Crataegus monogyna Jacq.,58001.jpg
1423,LeafScan,3283,Quercus coccifera L.,56619.jpg
1424,LeafScan,4721,Crataegus monogyna Jacq.,35280.jpg
1425,LeafScan,3279,Castanea sativa Mill.,108720.jpg
1426,LeafScan,7396,Polystichum setiferum (Forssk.) T.Moore ex Woyn.,81070.jpg
1427,LeafScan,2641,Elaeagnus angustifolia L.,4951.jpg
1428,LeafScan,1948,Capparis spinosa L.,96433.jpg
1429,LeafScan,44462,Pittosporum tenuifolium Gaertn.,71870.jpg
1430,LeafScan,30249,Nerium oleander L.,21995.jpg
1431,LeafScan,4714,Crataegus azarolus L.,68933.jpg
1432,LeafScan,30126,Ficus carica L.,25701.jpg
1433,LeafScan,30249,Nerium oleander L.,42317.jpg
1434,LeafScan,3288,Quercus ilex L.,103743.jpg
1435,LeafScan,4840,Prunus laurocerasus L.,61240.jpg
1436,LeafScan,4762,Malus sylvestris Mill.,90676.jpg
1437,LeafScan,4721,Crataegus monogyna Jacq.,56490.jpg
1438,LeafScan,12,Acer saccharinum L.,30327.jpg
1439,LeafScan,7483,Liquidambar styraciflua L.,75438.jpg
1440,LeafScan,42933,Photinia serrulata Lindl.,85487.jpg
1441,LeafScan,29981,Astragalus monspessulanus L.,49637.jpg
1442,LeafScan,1329,Corylus avellana L.,30278.jpg
1443,LeafScan,54,Cotinus coggygria Scop.,51558.jpg
1444,LeafScan,3958,Phillyrea angustifolia L.,17203.jpg
1445,LeafScan,3955,Ligustrum vulgare L.,42445.jpg
1446,LeafScan,29939,Alnus cordata (Loisel.) Duby,1300.jpg
1447,LeafScan,13623,Quercus pubescens Willd.,27001.jpg
1448,LeafScan,13798,Rhus typhina L.,106763.jpg
1449,LeafScan,329,Hedera helix L.,28383.jpg
1450,LeafScan,3958,Phillyrea angustifolia L.,104084.jpg
1451,LeafScan,7305,Juniperus oxycedrus L.,82135.jpg
1452,LeafScan,14803,Tilia platyphyllos Scop.,3310.jpg
1453,LeafScan,3956,Olea europaea L.,107271.jpg
1454,LeafScan,4721,Crataegus monogyna Jacq.,110934.jpg
